osmid,y,x,highway,street_count,junction,geometry
7819508572,13.1622277,80.2618806,,3,,POINT (80.2618806 13.1622277)
7819508575,13.1607191,80.26152,,4,,POINT (80.26152 13.1607191)
7819508576,13.160715,80.261956,,1,,POINT (80.261956 13.160715)
7819508577,13.1603935,80.2609653,,3,,POINT (80.2609653 13.1603935)
7819508579,13.1603994,80.2624275,,1,,POINT (80.2624275 13.1603994)
7819508582,13.1629166,80.2606711,,3,,POINT (80.2606711 13.1629166)
7819511164,13.0948347,80.1585566,,3,,POINT (80.1585566 13.0948347)
7819511165,13.1020835,80.1686913,,1,,POINT (80.1686913 13.1020835)
7819511166,13.093964,80.1585304,,1,,POINT (80.1585304 13.093964)
7819511169,13.1019518,80.1579175,,1,,POINT (80.1579175 13.1019518)
7819525888,13.159627,80.2599739,,1,,POINT (80.2599739 13.159627)
7819525889,13.1596405,80.2605336,,3,,POINT (80.2605336 13.1596405)
7819525890,13.1621928,80.2603105,,3,,POINT (80.2603105 13.1621928)
7819525891,13.1620814,80.2606068,,1,,POINT (80.2606068 13.1620814)
7819525951,13.1612675,80.2439009,,3,,POINT (80.2439009 13.1612675)
7819525953,13.1641624,80.2434554,,3,,POINT (80.2434554 13.1641624)
7819525956,13.163112,80.2434311,,3,,POINT (80.2434311 13.163112)
7819525976,13.1645413,80.242825,,1,,POINT (80.242825 13.1645413)
7819525977,13.1645581,80.2435063,,1,,POINT (80.2435063 13.1645581)
7819525978,13.1645514,80.243234,,4,,POINT (80.243234 13.1645514)
7819525979,13.1649539,80.2435319,,1,,POINT (80.2435319 13.1649539)
7819525980,13.164954,80.2431989,,3,,POINT (80.2431989 13.164954)
7819525981,13.1650845,80.2437119,,1,,POINT (80.2437119 13.1650845)
7819525982,13.1650946,80.2442689,,3,,POINT (80.2442689 13.1650946)
7819525983,13.1652102,80.243693,,1,,POINT (80.243693 13.1652102)
7819525984,13.1652245,80.2442702,,3,,POINT (80.2442702 13.1652245)
7819525985,13.1656174,80.243758,,1,,POINT (80.243758 13.1656174)
7819525986,13.1656162,80.2442731,,3,,POINT (80.2442731 13.1656162)
7819525987,13.165618,80.243881,,3,,POINT (80.243881 13.165618)
7819525988,13.1652144,80.2438462,,3,,POINT (80.2438462 13.1652144)
7819525990,13.1678606,80.243386,,3,,POINT (80.243386 13.1678606)
7819525993,13.1674501,80.2430983,,3,,POINT (80.2430983 13.1674501)
7819525997,13.1678898,80.2447491,,3,,POINT (80.2447491 13.1678898)
7819525998,13.1674786,80.2441763,,3,,POINT (80.2441763 13.1674786)
7819526001,13.1678121,80.2449987,,3,,POINT (80.2449987 13.1678121)
7819526002,13.1678727,80.2455397,,3,,POINT (80.2455397 13.1678727)
7819526006,13.1668928,80.2429361,,1,,POINT (80.2429361 13.1668928)
7819526007,13.1668344,80.2426204,,3,,POINT (80.2426204 13.1668344)
7819526008,13.1653575,80.2431764,,3,,POINT (80.2431764 13.1653575)
7819526009,13.1653564,80.243588,,1,,POINT (80.243588 13.1653564)
7819526010,13.165946,80.2436685,,1,,POINT (80.2436685 13.165946)
7819526012,13.1660938,80.2442749,,3,,POINT (80.2442749 13.1660938)
7819526018,13.166022,80.243667,,1,,POINT (80.243667 13.166022)
7819526019,13.1663062,80.2435954,,1,,POINT (80.2435954 13.1663062)
7819526022,13.1663712,80.2437573,,1,,POINT (80.2437573 13.1663712)
7819526025,13.1663714,80.2450779,,3,,POINT (80.2450779 13.1663714)
7819526026,13.1662429,80.2450756,,3,,POINT (80.2450756 13.1662429)
7819526027,13.1661341,80.2442767,,3,,POINT (80.2442767 13.1661341)
7819526028,13.1661484,80.2450739,,3,,POINT (80.2450739 13.1661484)
7819526029,13.1664961,80.2446592,,1,,POINT (80.2446592 13.1664961)
7819526030,13.1664953,80.2442891,,3,,POINT (80.2442891 13.1664953)
7819526031,13.1658086,80.2442738,,3,,POINT (80.2442738 13.1658086)
7819526032,13.1658295,80.2450683,,3,,POINT (80.2450683 13.1658295)
7819526033,13.1657102,80.2442734,,3,,POINT (80.2442734 13.1657102)
7819526034,13.1657286,80.2450665,,3,,POINT (80.2450665 13.1657286)
7819526035,13.1655356,80.2442727,,3,,POINT (80.2442727 13.1655356)
7819526036,13.1655369,80.2450632,,3,,POINT (80.2450632 13.1655369)
7819526037,13.1656352,80.2442731,,3,,POINT (80.2442731 13.1656352)
7819526038,13.1656401,80.245065,,3,,POINT (80.245065 13.1656401)
7819526040,13.1644891,80.2447474,,1,,POINT (80.2447474 13.1644891)
7819526041,13.1645108,80.2442628,,3,,POINT (80.2442628 13.1645108)
7819526042,13.1648256,80.2447288,,1,,POINT (80.2447288 13.1648256)
7819526043,13.1648554,80.2442664,,3,,POINT (80.2442664 13.1648554)
7819526044,13.1651501,80.2446605,,1,,POINT (80.2446605 13.1651501)
7819526045,13.1651668,80.2442696,,3,,POINT (80.2442696 13.1651668)
7819526046,13.1662406,80.2437563,,1,,POINT (80.2437563 13.1662406)
7819526047,13.1662342,80.2442812,,4,,POINT (80.2442812 13.1662342)
7819526048,13.165787,80.2439053,,1,,POINT (80.2439053 13.165787)
7819526049,13.1657831,80.2442737,,3,,POINT (80.2442737 13.1657831)
7819526050,13.1646638,80.2447084,,1,,POINT (80.2447084 13.1646638)
7819526051,13.1646769,80.2442645,,3,,POINT (80.2442645 13.1646769)
7819526052,13.1651169,80.2416938,,1,,POINT (80.2416938 13.1651169)
7819526063,13.1672594,80.2433816,,3,,POINT (80.2433816 13.1672594)
7819526064,13.1665406,80.2438849,,1,,POINT (80.2438849 13.1665406)
7819526065,13.1666035,80.2442903,,3,,POINT (80.2442903 13.1666035)
7819528416,13.1441672,80.2526092,,3,,POINT (80.2526092 13.1441672)
7819528417,13.1434881,80.2524762,,1,,POINT (80.2524762 13.1434881)
7819528426,13.1416362,80.2529064,,3,,POINT (80.2529064 13.1416362)
7819529407,13.1536847,80.3014066,,3,,POINT (80.3014066 13.1536847)
7819529408,13.1538811,80.3005857,,3,,POINT (80.3005857 13.1538811)
7819529409,13.1632736,80.3073276,,3,,POINT (80.3073276 13.1632736)
7819529410,13.1627821,80.307245,,1,,POINT (80.307245 13.1627821)
7819529413,13.1635956,80.3081381,,1,,POINT (80.3081381 13.1635956)
7819529417,13.1610198,80.2998849,,3,,POINT (80.2998849 13.1610198)
7819529418,13.14905,80.2979031,,3,,POINT (80.2979031 13.14905)
7819529419,13.1492033,80.2973798,,1,,POINT (80.2973798 13.1492033)
7819529431,13.1461523,80.2934592,,3,,POINT (80.2934592 13.1461523)
7819529433,13.146305,80.2925519,,3,,POINT (80.2925519 13.146305)
7819529437,13.1518844,80.297837,,3,,POINT (80.297837 13.1518844)
7819529455,13.1513836,80.2955305,,3,,POINT (80.2955305 13.1513836)
7819529456,13.1514871,80.2949843,,1,,POINT (80.2949843 13.1514871)
7819529457,13.1514521,80.2963042,,1,,POINT (80.2963042 13.1514521)
7819529459,13.1525083,80.2979849,,3,,POINT (80.2979849 13.1525083)
7819529460,13.1527104,80.2972483,,3,,POINT (80.2972483 13.1527104)
7819529461,13.1494938,80.3015693,,3,,POINT (80.3015693 13.1494938)
7819529466,13.1654291,80.2923734,,1,,POINT (80.2923734 13.1654291)
7819529470,13.165116,80.2934941,,3,,POINT (80.2934941 13.165116)
7819529493,13.1628642,80.3053065,,3,,POINT (80.3053065 13.1628642)
7819529494,13.1635121,80.3054962,,1,,POINT (80.3054962 13.1635121)
7819529500,13.162958,80.3020374,,3,,POINT (80.3020374 13.162958)
7819529501,13.1630472,80.3014836,,1,,POINT (80.3014836 13.1630472)
7819529502,13.1603591,80.3044236,,3,,POINT (80.3044236 13.1603591)
7819529503,13.1598282,80.3042932,,1,,POINT (80.3042932 13.1598282)
7819529504,13.1524433,80.2992372,,1,,POINT (80.2992372 13.1524433)
7819529505,13.1525384,80.2987865,,3,,POINT (80.2987865 13.1525384)
7819529506,13.1546672,80.3030598,,3,,POINT (80.3030598 13.1546672)
7819529507,13.1547835,80.3026825,,1,,POINT (80.3026825 13.1547835)
7819529508,13.1544027,80.3029693,,3,,POINT (80.3029693 13.1544027)
7819529509,13.1545236,80.3025806,,1,,POINT (80.3025806 13.1545236)
7819529513,13.1666528,80.3029377,,3,,POINT (80.3029377 13.1666528)
7819529524,13.1558113,80.2968059,,3,,POINT (80.2968059 13.1558113)
7819529525,13.1535363,80.2960383,,3,,POINT (80.2960383 13.1535363)
7819529527,13.1542659,80.2947393,,3,,POINT (80.2947393 13.1542659)
7819529528,13.153679,80.2945956,,1,,POINT (80.2945956 13.153679)
7819529529,13.1490175,80.2950146,,3,,POINT (80.2950146 13.1490175)
7819529530,13.1491426,80.2942739,,3,,POINT (80.2942739 13.1491426)
7819529534,13.1486344,80.2941205,,3,,POINT (80.2941205 13.1486344)
7819529535,13.1487736,80.2933431,,1,,POINT (80.2933431 13.1487736)
7819529540,13.1550395,80.2946439,,1,,POINT (80.2946439 13.1550395)
7819552336,13.0808497,80.1674811,,3,,POINT (80.1674811 13.0808497)
7819552337,13.0826335,80.1643445,,1,,POINT (80.1643445 13.0826335)
7819552344,13.0964824,80.157542,,1,,POINT (80.157542 13.0964824)
7819552345,13.082512,80.1644715,,1,,POINT (80.1644715 13.082512)
7819552346,13.0875649,80.1576085,,4,,POINT (80.1576085 13.0875649)
7819552347,13.0871231,80.1574655,,1,,POINT (80.1574655 13.0871231)
7819552348,13.0934694,80.1530649,,1,,POINT (80.1530649 13.0934694)
7819552349,13.0882391,80.1578151,,1,,POINT (80.1578151 13.0882391)
7819552351,13.0965634,80.158061,,1,,POINT (80.158061 13.0965634)
7819552352,13.0960167,80.1574793,,3,,POINT (80.1574793 13.0960167)
7819552354,13.0809356,80.1661282,,3,,POINT (80.1661282 13.0809356)
7819552356,13.0805161,80.1662598,,3,,POINT (80.1662598 13.0805161)
7819552357,13.0802283,80.166323,,3,,POINT (80.166323 13.0802283)
7819552360,13.0964962,80.1588956,,3,,POINT (80.1588956 13.0964962)
7819562409,13.1607853,80.2516385,,3,,POINT (80.2516385 13.1607853)
7819562410,13.1605702,80.2526693,,3,,POINT (80.2526693 13.1605702)
7819562412,13.1609413,80.2501246,,3,,POINT (80.2501246 13.1609413)
7819562427,13.1612206,80.252755,,3,,POINT (80.252755 13.1612206)
7819562428,13.1629134,80.2521833,,1,,POINT (80.2521833 13.1629134)
7819562429,13.1623525,80.2532597,,3,,POINT (80.2532597 13.1623525)
7819562432,13.1626501,80.2519867,,1,,POINT (80.2519867 13.1626501)
7819562433,13.1620791,80.2531014,,3,,POINT (80.2531014 13.1620791)
7819562434,13.1613683,80.254093,,1,,POINT (80.254093 13.1613683)
7819562435,13.1618512,80.253015,,4,,POINT (80.253015 13.1618512)
7819562436,13.1626979,80.2511963,,1,,POINT (80.2511963 13.1626979)
7819562439,13.1614997,80.2541442,,1,,POINT (80.2541442 13.1614997)
7819562440,13.1620077,80.2530742,,3,,POINT (80.2530742 13.1620077)
7819562441,13.1620301,80.2515574,,3,,POINT (80.2515574 13.1620301)
7819562442,13.1615532,80.2528867,,3,,POINT (80.2528867 13.1615532)
7819562443,13.1611341,80.2539515,,1,,POINT (80.2539515 13.1611341)
7819562444,13.1615785,80.2528976,,3,,POINT (80.2528976 13.1615785)
7819562450,13.161101,80.2527338,,3,,POINT (80.2527338 13.161101)
7819562456,13.160751,80.2540372,,3,,POINT (80.2540372 13.160751)
7819562466,13.1604377,80.2538866,,1,,POINT (80.2538866 13.1604377)
7819562467,13.160166,80.2538089,,3,,POINT (80.2538089 13.160166)
7819562468,13.1605087,80.2537128,,1,,POINT (80.2537128 13.1605087)
7819562470,13.1599417,80.2519832,,3,,POINT (80.2519832 13.1599417)
7819562471,13.1594105,80.2519417,,3,,POINT (80.2519417 13.1594105)
7819562472,13.1617462,80.2504612,,1,,POINT (80.2504612 13.1617462)
7819562476,13.1609674,80.2527176,,3,,POINT (80.2527176 13.1609674)
7819562477,13.1615798,80.2518119,,1,,POINT (80.2518119 13.1615798)
7819562478,13.1612429,80.2516755,,3,,POINT (80.2516755 13.1612429)
7819562886,13.0333644,80.1722001,,1,,POINT (80.1722001 13.0333644)
7819562888,13.0328991,80.1738145,,1,,POINT (80.1738145 13.0328991)
7819562891,13.035637,80.1664799,,3,,POINT (80.1664799 13.035637)
7819562892,13.0352543,80.1664281,,3,,POINT (80.1664281 13.0352543)
7819562893,13.0348812,80.1663634,,3,,POINT (80.1663634 13.0348812)
7819562896,13.0337149,80.1609728,,3,,POINT (80.1609728 13.0337149)
7819562897,13.0343274,80.1611617,,1,,POINT (80.1611617 13.0343274)
7819562898,13.0344267,80.1590642,,3,,POINT (80.1590642 13.0344267)
7819562899,13.0352104,80.159065,,1,,POINT (80.159065 13.0352104)
7819562910,13.0354637,80.155988,,1,,POINT (80.155988 13.0354637)
7819562911,13.0356889,80.1561609,,4,,POINT (80.1561609 13.0356889)
7819562912,13.036121,80.1564628,,1,,POINT (80.1564628 13.036121)
7819562913,13.0362162,80.1550487,,3,,POINT (80.1550487 13.0362162)
7819562921,13.0364981,80.1557027,,1,,POINT (80.1557027 13.0364981)
7819562929,13.0326494,80.153886,,1,,POINT (80.153886 13.0326494)
7819562935,13.0321279,80.1538086,,3,,POINT (80.1538086 13.0321279)
7819562937,13.0351455,80.167064,,3,,POINT (80.167064 13.0351455)
7819562938,13.0344252,80.1669484,,3,,POINT (80.1669484 13.0344252)
7819562939,13.0347784,80.167012,,3,,POINT (80.167012 13.0347784)
7819562953,13.0337083,80.1701617,,3,,POINT (80.1701617 13.0337083)
7819562958,13.0360052,80.171961,,3,,POINT (80.171961 13.0360052)
7819562959,13.0366904,80.1719753,,1,,POINT (80.1719753 13.0366904)
7819562961,13.0341515,80.1723769,,3,,POINT (80.1723769 13.0341515)
7819562971,13.032309,80.1707487,,1,,POINT (80.1707487 13.032309)
7819588832,13.1452358,80.253236,,1,,POINT (80.253236 13.1452358)
7819588837,13.1443119,80.2514022,,1,,POINT (80.2514022 13.1443119)
7819588841,13.1425961,80.2447314,,3,,POINT (80.2447314 13.1425961)
7819643320,13.1391414,80.2544893,,3,,POINT (80.2544893 13.1391414)
7819643331,13.1434303,80.2555809,,3,,POINT (80.2555809 13.1434303)
7819643346,13.1399144,80.2533282,,3,,POINT (80.2533282 13.1399144)
7819643353,13.1382979,80.2532411,,3,,POINT (80.2532411 13.1382979)
7819643360,13.1410776,80.2521498,,1,,POINT (80.2521498 13.1410776)
7819664695,13.0251146,80.1687265,,1,,POINT (80.1687265 13.0251146)
7819664699,13.0246914,80.1632137,,3,,POINT (80.1632137 13.0246914)
7819664709,13.027427,80.1621654,,1,,POINT (80.1621654 13.027427)
7819664714,13.026075,80.1588207,,1,,POINT (80.1588207 13.026075)
7819664715,13.0257808,80.1588022,,3,,POINT (80.1588022 13.0257808)
7819664729,13.0264682,80.1560396,,3,,POINT (80.1560396 13.0264682)
7819664730,13.0261734,80.1560085,,1,,POINT (80.1560085 13.0261734)
7819664731,13.0260781,80.1560298,,1,,POINT (80.1560298 13.0260781)
7819664735,13.0273876,80.1545586,,1,,POINT (80.1545586 13.0273876)
7819664766,13.0353165,80.15709,,1,,POINT (80.15709 13.0353165)
7819664903,13.0305678,80.1716553,,1,,POINT (80.1716553 13.0305678)
7819673745,13.1789991,80.2111341,,3,,POINT (80.2111341 13.1789991)
7819673751,13.1779705,80.2161791,,1,,POINT (80.2161791 13.1779705)
7819673752,13.1777011,80.2180909,,3,,POINT (80.2180909 13.1777011)
7819673755,13.1777566,80.2177183,,4,,POINT (80.2177183 13.1777566)
7819673762,13.1765992,80.2141855,,3,,POINT (80.2141855 13.1765992)
7819673763,13.1773766,80.2155564,,1,,POINT (80.2155564 13.1773766)
7819673764,13.1772117,80.2152389,,3,,POINT (80.2152389 13.1772117)
7819673765,13.1767914,80.2155215,,3,,POINT (80.2155215 13.1767914)
7819673766,13.1763465,80.215505,,3,,POINT (80.215505 13.1763465)
7819673769,13.1759465,80.216819,,3,,POINT (80.216819 13.1759465)
7819673770,13.1755537,80.2171767,,3,,POINT (80.2171767 13.1755537)
7819673773,13.1763676,80.2168367,,3,,POINT (80.2168367 13.1763676)
7819673775,13.1755623,80.2168086,,3,,POINT (80.2168086 13.1755623)
7819678005,13.1000952,80.1718246,,3,,POINT (80.1718246 13.1000952)
7819678011,13.0818402,80.1622233,,3,,POINT (80.1622233 13.0818402)
7819682178,13.1619286,80.2551954,,3,,POINT (80.2551954 13.1619286)
7819682182,13.1628519,80.2554342,,1,,POINT (80.2554342 13.1628519)
7819682183,13.1621134,80.254433,,3,,POINT (80.254433 13.1621134)
7819687185,13.168048,80.2109009,,1,,POINT (80.2109009 13.168048)
7819710391,13.1265966,80.2506633,,1,,POINT (80.2506633 13.1265966)
7819718795,13.0989545,80.1561309,,3,,POINT (80.1561309 13.0989545)
7819718798,13.1008717,80.1555517,,3,,POINT (80.1555517 13.1008717)
7819718799,13.0984228,80.1562664,,3,,POINT (80.1562664 13.0984228)
7819718801,13.102166,80.1576103,,1,,POINT (80.1576103 13.102166)
7819718802,13.098691,80.1562461,,4,,POINT (80.1562461 13.098691)
7819718803,13.1026178,80.1585998,,3,,POINT (80.1585998 13.1026178)
7819718805,13.0858626,80.1724923,,1,,POINT (80.1724923 13.0858626)
7819718806,13.0989561,80.1562261,,3,,POINT (80.1562261 13.0989561)
7819724235,13.1351431,80.2523066,,3,,POINT (80.2523066 13.1351431)
7819724236,13.1353534,80.2522972,,3,,POINT (80.2522972 13.1353534)
7819724237,13.1355356,80.2522858,,3,,POINT (80.2522858 13.1355356)
7819724238,13.1355282,80.2517651,,1,,POINT (80.2517651 13.1355282)
7819724240,13.1344052,80.2528457,,1,,POINT (80.2528457 13.1344052)
7819742306,13.0829168,80.1690282,,1,,POINT (80.1690282 13.0829168)
7819742307,13.0831138,80.1689392,,1,,POINT (80.1689392 13.0831138)
7819742308,13.0833111,80.1688576,,1,,POINT (80.1688576 13.0833111)
7819742309,13.0835236,80.1688549,,1,,POINT (80.1688549 13.0835236)
7819742310,13.0834394,80.170021,,3,,POINT (80.170021 13.0834394)
7819742311,13.0832509,80.1694196,,1,,POINT (80.1694196 13.0832509)
7819742316,13.0831912,80.1691932,,3,,POINT (80.1691932 13.0831912)
7819745187,13.1624231,80.2517528,,3,,POINT (80.2517528 13.1624231)
7819745188,13.1614231,80.2512342,,4,,POINT (80.2512342 13.1614231)
7819745189,13.1619714,80.2506747,,1,,POINT (80.2506747 13.1619714)
7819745190,13.1616769,80.2513817,,3,,POINT (80.2513817 13.1616769)
7819745191,13.1622373,80.2508079,,1,,POINT (80.2508079 13.1622373)
7819745192,13.1619187,80.251502,,3,,POINT (80.251502 13.1619187)
7819745193,13.1624959,80.250934,,1,,POINT (80.250934 13.1624959)
7819745194,13.1621584,80.2516212,,3,,POINT (80.2516212 13.1621584)
7819745195,13.1614147,80.2522526,,1,,POINT (80.2522526 13.1614147)
7819745196,13.1612744,80.2527694,,3,,POINT (80.2527694 13.1612744)
7819745221,13.1604991,80.2519481,,1,,POINT (80.2519481 13.1604991)
7819745222,13.1605869,80.2515653,,3,,POINT (80.2515653 13.1605869)
7819745228,13.1598183,80.2516609,,3,,POINT (80.2516609 13.1598183)
7819745229,13.1598056,80.2519718,,3,,POINT (80.2519718 13.1598056)
7819745230,13.160104,80.2522673,,1,,POINT (80.2522673 13.160104)
7819745231,13.1600868,80.2526535,,3,,POINT (80.2526535 13.1600868)
7819745232,13.1602066,80.2516827,,1,,POINT (80.2516827 13.1602066)
7819745233,13.1599534,80.2516676,,4,,POINT (80.2516676 13.1599534)
7819745234,13.1602451,80.2526595,,3,,POINT (80.2526595 13.1602451)
7819745235,13.1598335,80.2524207,,1,,POINT (80.2524207 13.1598335)
7819745236,13.1598256,80.2527408,,3,,POINT (80.2527408 13.1598256)
7819745237,13.1595581,80.2523862,,1,,POINT (80.2523862 13.1595581)
7819745238,13.1595338,80.252781,,3,,POINT (80.252781 13.1595338)
7819745240,13.1594205,80.2527604,,3,,POINT (80.2527604 13.1594205)
7819745241,13.1588782,80.2552577,,3,,POINT (80.2552577 13.1588782)
7819745246,13.1597308,80.2535863,,1,,POINT (80.2535863 13.1597308)
7819745250,13.1600852,80.2553988,,3,,POINT (80.2553988 13.1600852)
7819745254,13.1608457,80.2527012,,3,,POINT (80.2527012 13.1608457)
7819745255,13.1604508,80.2540917,,1,,POINT (80.2540917 13.1604508)
7819745256,13.1606486,80.2534986,,1,,POINT (80.2534986 13.1606486)
7819745264,13.1648352,80.2543063,,3,,POINT (80.2543063 13.1648352)
7819745269,13.1637895,80.2538634,,3,,POINT (80.2538634 13.1637895)
7819745270,13.1639183,80.2535524,,1,,POINT (80.2535524 13.1639183)
7819745272,13.1641838,80.2534032,,1,,POINT (80.2534032 13.1641838)
7819745273,13.1631402,80.252969,,3,,POINT (80.252969 13.1631402)
7819745274,13.1643108,80.2532005,,1,,POINT (80.2532005 13.1643108)
7819745275,13.1633673,80.252762,,3,,POINT (80.252762 13.1633673)
7819745277,13.1639267,80.2519341,,1,,POINT (80.2519341 13.1639267)
7819745278,13.1638017,80.2521462,,3,,POINT (80.2521462 13.1638017)
7819774014,13.0215988,80.1706433,,1,,POINT (80.1706433 13.0215988)
7819774015,13.021551,80.1721814,,3,,POINT (80.1721814 13.021551)
7819774020,13.0195035,80.1706069,,3,,POINT (80.1706069 13.0195035)
7819774025,13.0199023,80.1704469,,1,,POINT (80.1704469 13.0199023)
7819774026,13.0198236,80.1696401,,3,,POINT (80.1696401 13.0198236)
7819774027,13.0193946,80.1694868,,3,,POINT (80.1694868 13.0193946)
7819774028,13.0199128,80.1694166,,3,,POINT (80.1694166 13.0199128)
7819774033,13.0193533,80.1696038,,1,,POINT (80.1696038 13.0193533)
7819774035,13.0197181,80.1660315,,3,,POINT (80.1660315 13.0197181)
7819774056,13.0206323,80.1582356,,3,,POINT (80.1582356 13.0206323)
7819774089,13.0219858,80.1578988,,3,,POINT (80.1578988 13.0219858)
7819774095,13.0213711,80.1574608,,1,,POINT (80.1574608 13.0213711)
7819774096,13.0208499,80.1573522,,3,,POINT (80.1573522 13.0208499)
7819774118,13.0218882,80.1566973,,3,,POINT (80.1566973 13.0218882)
7819774119,13.021411,80.1566612,,1,,POINT (80.1566612 13.021411)
7819774120,13.0219404,80.1563192,,3,,POINT (80.1563192 13.0219404)
7819774121,13.021447,80.1562347,,1,,POINT (80.1562347 13.021447)
7819774159,13.0266533,80.1704818,,2,,POINT (80.1704818 13.0266533)
7819785176,13.1664519,80.254104,,1,,POINT (80.254104 13.1664519)
7819785177,13.1663694,80.2542734,,1,,POINT (80.2542734 13.1663694)
7819785180,13.163525,80.2537585,,3,,POINT (80.2537585 13.163525)
7819785182,13.1626241,80.2535173,,3,,POINT (80.2535173 13.1626241)
7819785183,13.1630235,80.2535733,,3,,POINT (80.2535733 13.1630235)
7819785184,13.1629536,80.2537028,,3,,POINT (80.2537028 13.1629536)
7819795385,13.1634641,80.2532875,,1,,POINT (80.2532875 13.1634641)
7819795386,13.1629768,80.2531024,,3,,POINT (80.2531024 13.1629768)
7819795387,13.1625347,80.2533652,,3,,POINT (80.2533652 13.1625347)
7819795389,13.1615016,80.2550578,,1,,POINT (80.2550578 13.1615016)
7819795391,13.1603726,80.2549036,,1,,POINT (80.2549036 13.1603726)
7819795394,13.1602723,80.2553887,,3,,POINT (80.2553887 13.1602723)
7819795397,13.1618791,80.2541619,,1,,POINT (80.2541619 13.1618791)
7819795406,13.1617984,80.2522032,,3,,POINT (80.2522032 13.1617984)
7819795407,13.1621407,80.2523375,,3,,POINT (80.2523375 13.1621407)
7819795408,13.1619926,80.2522794,,3,,POINT (80.2522794 13.1619926)
7819795409,13.1617184,80.2529578,,3,,POINT (80.2529578 13.1617184)
7819795410,13.1630506,80.2533439,,1,,POINT (80.2533439 13.1630506)
7819795411,13.1628414,80.2532572,,3,,POINT (80.2532572 13.1628414)
7819795412,13.1611309,80.2506309,,1,,POINT (80.2506309 13.1611309)
7819795413,13.160821,80.250533,,3,,POINT (80.250533 13.160821)
7819795416,13.1607528,80.2507728,,3,,POINT (80.2507728 13.1607528)
7819802809,13.088563,80.1570828,,3,,POINT (80.1570828 13.088563)
7819802810,13.0886118,80.1567972,,1,,POINT (80.1567972 13.0886118)
7819802811,13.0887476,80.1571057,,3,,POINT (80.1571057 13.0887476)
7819802812,13.0888122,80.1567677,,1,,POINT (80.1567677 13.0888122)
7819802813,13.0883637,80.1570573,,1,,POINT (80.1570573 13.0883637)
7819802814,13.0889321,80.1571196,,3,,POINT (80.1571196 13.0889321)
7819802823,13.0931189,80.1566836,,1,,POINT (80.1566836 13.0931189)
7819802826,13.0821515,80.1664154,,4,,POINT (80.1664154 13.0821515)
7819802827,13.0822215,80.1666573,,3,,POINT (80.1666573 13.0822215)
7819802829,13.0931785,80.1561187,,3,,POINT (80.1561187 13.0931785)
7819802830,13.0820028,80.1659112,,3,,POINT (80.1659112 13.0820028)
7819858117,13.1357839,80.2563242,,1,,POINT (80.2563242 13.1357839)
7819858119,13.1268381,80.2641061,,1,,POINT (80.2641061 13.1268381)
7819858120,13.1267786,80.2638482,,1,,POINT (80.2638482 13.1267786)
7819858174,13.1361329,80.2464808,,1,,POINT (80.2464808 13.1361329)
7819859797,13.0149832,80.1619146,,1,,POINT (80.1619146 13.0149832)
7819859813,13.0159364,80.1566527,,3,,POINT (80.1566527 13.0159364)
7819859832,13.0155123,80.1553119,,3,,POINT (80.1553119 13.0155123)
7819859833,13.0161908,80.1558283,,1,,POINT (80.1558283 13.0161908)
7819859851,13.0229303,80.169606,,1,,POINT (80.169606 13.0229303)
7819859852,13.0211231,80.1716631,,1,,POINT (80.1716631 13.0211231)
7819860491,13.1463955,80.2912911,,3,,POINT (80.2912911 13.1463955)
7819860492,13.1465535,80.2908714,,1,,POINT (80.2908714 13.1465535)
7819860512,13.1638764,80.293956,,3,,POINT (80.293956 13.1638764)
7819873631,13.1600081,80.2532843,,1,,POINT (80.2532843 13.1600081)
7819873632,13.1594528,80.2553499,,3,,POINT (80.2553499 13.1594528)
7819873635,13.1611774,80.2550283,,1,,POINT (80.2550283 13.1611774)
7819873636,13.1611223,80.2554345,,3,,POINT (80.2554345 13.1611223)
7819873637,13.1614636,80.2552584,,3,,POINT (80.2552584 13.1614636)
7819873638,13.1618911,80.2553573,,4,,POINT (80.2553573 13.1618911)
7819873639,13.1609931,80.2534152,,1,,POINT (80.2534152 13.1609931)
7819873645,13.1603489,80.2520628,,1,,POINT (80.2520628 13.1603489)
7819873657,13.1617241,80.2559935,,3,,POINT (80.2559935 13.1617241)
7819873658,13.1627914,80.2561855,,3,,POINT (80.2561855 13.1627914)
7819873659,13.1625826,80.2572251,,3,,POINT (80.2572251 13.1625826)
7819873660,13.1624471,80.2571898,,3,,POINT (80.2571898 13.1624471)
7819873661,13.1639,80.2565227,,3,,POINT (80.2565227 13.1639)
7819873664,13.1619797,80.2565893,,1,,POINT (80.2565893 13.1619797)
7819873665,13.161538,80.256561,,3,,POINT (80.256561 13.161538)
7819873667,13.1622807,80.2560454,,3,,POINT (80.2560454 13.1622807)
7819873668,13.1626797,80.2556156,,1,,POINT (80.2556156 13.1626797)
7819873669,13.1625949,80.2561257,,4,,POINT (80.2561257 13.1625949)
7819873670,13.1629182,80.2557004,,1,,POINT (80.2557004 13.1629182)
7819873671,13.162875,80.2562138,,3,,POINT (80.2562138 13.162875)
7819873673,13.1639618,80.2563653,,3,,POINT (80.2563653 13.1639618)
7819873674,13.1600862,80.255989,,1,,POINT (80.255989 13.1600862)
7819873675,13.1603964,80.2560322,,3,,POINT (80.2560322 13.1603964)
7819873678,13.1604285,80.25644,,3,,POINT (80.25644 13.1604285)
7819888991,13.1607244,80.2569822,,3,,POINT (80.2569822 13.1607244)
